"No","Sirket","AboneNo","IsletmeKodu","AboneAdi","AboneAdresi","BagAnlasma","Carpan","SayacSeriNo","Seyt","DirekSayisi","ArmaturSayisi","ArmaturGucu","24SaatlikCalisma","DenetlenenAbone"
"201","YESILIRMAK","04100085565","52.0.0.0.0","ALTINORDU BELEDIYESI","/***BAYADI KUSGEDIGI  100KVATR","Var","1","52665344","8,987","180","75","8650","0","1"
"202","YESILIRMAK","04100085571","55.0.0.0.0","SAHILKENT YAKAMH.","/***SAHILKENT YALI MAH","Var","1","52703567","3,862","36","37","3056","0","0"
"203","YESILIRMAK","04100085578","57.0.0.0.0","","","Var","1","52698839","0,849","39","6","789","0","1"
"204","YESILIRMAK","04100085594","19.0.0.0.0","","","Var","1","52665464","2,1","22","11","2300","0","0"
"205","YESILIRMAK","04100085619","52.0.0.0.0","","","Var","1","52698955","8,65","145","58","10390","0","0"
"206","YESILIRMAK","04100085648","52.0.0.0.0","","/***ORTA MAHALLE","Var","1","52714563","11,82","178","65","12250","0","0"
"207","YESILIRMAK","04100085674","5.0.0.0.0","AMASYA BELEDIYESI","YENI SANAYI CAMI YANI KABIN SOKAK AYDINLATMASI TR 6/5","Var","1","52694679","5,04252","31","31","5043","0","0"
"208","YESILIRMAK","04100085676","19.0.0.0.0","","CEMILBEY CAD. ILE ATA CAD. KESISIMI PARK KARSISI","Var","1","52664935","6,072","22","22","3150","0","0"
"209","YESILIRMAK","04100085463","52.0.0.0.0","","","Var","1","52714740","5,62","110","54","6690","0","0"
"210","YESILIRMAK","04100085482","55.0.0.0.0","","","Var","1","52703456","6,048","62","27","3375","0","0"
"211","YESILIRMAK","04100085714","52.0.0.0.0","","","Var","1","52695650","0,593","10","30","1250","1","1"
"212","YESILIRMAK","04100085723","5.0.0.0.0","","KIZIK SOKAK AYDINLATMA","Var","1","52665827","6,3","53","53","6300","0","0"
"213","YESILIRMAK","04100085757","55.0.0.0.0","","","Var","1","52707566","4,5","66","32","4255","0","0"
"214","YESILIRMAK","04100085796","19.0.0.0.0","","","Var","1","52662479","4,15","124","57","4750","0","0"
"215","YESILIRMAK","04100085877","55.0.0.0.0","","","Var","1","52723605","0,60184","6","6","600","1","0"
"216","YESILIRMAK","04100085889","55.0.0.0.0","","","Var","1","52699655","20,964","85","78","9750","0","0"
"217","YESILIRMAK","04100085901","19.0.0.0.0","","DEREKISLA TR/SUNGURLU","Var","1","52671116","3,588","57","62","3620","0","1"
"218","YESILIRMAK","04100085910","57.0.0.0.0","","MERKEZ MAH.(ESKI)","Var","1","52699083","1,788","42","19","950","0","1"
"219","YESILIRMAK","04100085911","19.0.0.0.0","","","Var","1","52703078","5,156","94","33","5367","0","1"
"220","YESILIRMAK","04100085951","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52666870","8,5085","134","68","7550","0","1"
"221","YESILIRMAK","04100086002","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","1152896","1,21","39","17","1460","0","0"
"222","YESILIRMAK","04100086009","57.0.0.0.0","","MUSULLU MAH.","Var","1","52698692","1,837","104","26","1300","0","1"
"223","YESILIRMAK","04100086016","19.0.0.0.0","","","Var","1","52704333","12,6","47","61","10600","0","0"
"224","YESILIRMAK","04100086025","55.0.0.0.0","","","Var","1","52666041","0,889","24","10","1000","0","1"
"225","YESILIRMAK","04100086071","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52704579","5,246","84","48","2430","0","1"
"226","YESILIRMAK","04100086081","57.0.0.0.0","TR:11 SOKAK AYDINLATMASI","","Var","1","52671258","1,44","32","9","1125","0","0"
"227","YESILIRMAK","04100086129","55.0.0.0.0","SAKIZLIK KY SOKAK AYDINLT","/***SAKIZLIK KY","Var","1","52694606","4,2","30","30","4000","0","0"
"228","YESILIRMAK","04100086328","52.0.0.0.0","","","Var","1","52696656","5,68","98","52","5750","0","0"
"229","YESILIRMAK","04100086360","5.0.0.0.0","","","Var","1","52694577","11,5","63","63","11500","0","0"
"230","YESILIRMAK","04100086374","52.0.0.0.0","IKIZCE BELEDIYESI","","Var","1","52714587","1,055","51","18","1950","0","1"
"231","YESILIRMAK","04100086379","5.0.0.0.0","MERZIFON BELEDIYESI","RAVZA PARKI","Var","1","52717780","0,196","9","9","652","0","1"
"232","YESILIRMAK","04100086405","55.0.0.0.0","","","Var","1","52715585","7,5","80","57","6970","0","0"
"233","YESILIRMAK","04100086415","5.0.0.0.0","MERZIFON BELEDIYESI","","Var","1","52705762","6,779","40","40","8970","0","1"
"234","YESILIRMAK","04100086493","55.0.0.0.0","TR 11/2","","Var","1","52706324","3,8","35","35","4000","0","0"
"235","YESILIRMAK","04100086499","55.0.0.0.0","BAFRA SOK.AYDINLATMA","","Var","1","52716358","6,057","35","42","5605","0","0"
"236","YESILIRMAK","04100086527","57.0.0.0.0","","","Var","1","52699361","2,403","98","22","1625","0","0"
"237","YESILIRMAK","04100086553","19.0.0.0.0","","","Var","1","52699334","1,752","40","26","1752","0","0"
"238","YESILIRMAK","04100086631","55.0.0.0.0","NARLISARAY ASAGI NARLI  MAH.","","Var","1","52666158","5,267","55","55","6825","0","0"
"239","YESILIRMAK","04100086641","19.0.0.0.0","","","Var","1","52694532","2,6","56","41","2600","0","0"
"240","YESILIRMAK","04100086690","52.0.0.0.0","","","Var","1","52715487","12,11","25","50","12500","0","0"
"241","YESILIRMAK","04100086691","5.0.0.0.0","AKPINAR  SOKAK AYDINLAT","AKPINAR","Var","1","52666756","5,796","55","55","5796","0","0"
"242","YESILIRMAK","04100086712","5.0.0.0.0","SULUOVA BELEDIYESI","H.BAYRAM MAH.N.KEMAL CD.","Var","1","52710285","6,78615","41","41","6786","0","0"
"243","YESILIRMAK","04100086713","52.0.0.0.0","PERSEMBE BELEDIYESI","/***TR-72 MERSIN MERKEZ 100 KVATR PERSEMBE","Var","1","52715524","14,618","233","120","13210","0","1"
"244","YESILIRMAK","04100086725","55.0.0.0.0","KESELAN KAVSAK SOKAK AYDN","/***KAVSAK MH","Var","1","52670847","1,7","17","17","1700","0","0"
"245","YESILIRMAK","04100086767","57.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52695212","1,952","105","16","1250","0","0"
"246","YESILIRMAK","04100086874","52.0.0.0.0","MESUDIYE BELEDIYESI","","Var","1","52705610","10,15","181","86","10680","0","0"
"247","YESILIRMAK","04100086889","52.0.0.0.0","","/***JANDARMA","Var","1","52714878","4,058","160","40","4960","0","1"
"248","YESILIRMAK","04100086938","55.0.0.0.0","CANIK BELEDIYESI ","/***TOPTEPE ISIN SK KABIN","Var","1","52695232","9,435","71","71","8844","0","1"
"249","YESILIRMAK","04100086210","5.0.0.0.0","","","Var","1","52665862","4,38081","41","41","4380,81","0","0"
"250","YESILIRMAK","04100086239","5.0.0.0.0","BULAK 2 BULAK2","","Var","1","52666564","4,886","66","66","5750","0","1"
"251","YESILIRMAK","04100086287","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","40187365","0","60","60","10200","0","1"
"252","YESILIRMAK","04100086293","55.0.0.0.0","","","Var","1","52699810","5,004","86","46","5625","0","0"
"253","YESILIRMAK","04100086980","19.0.0.0.0","","","Var","1","52665235","4,268","79","60","5550","0","1"
"254","YESILIRMAK","04100086982","55.0.0.0.0","SENYURT 1. TR1","SENYURT 1. TR1","Var","1","52704551","4","38","16","2000","0","1"
"255","YESILIRMAK","04100087000","52.0.0.0.0","MESUDIYE BELEDIYESI","","Var","1","52705099","8,98","189","92","9230","0","0"
"256","YESILIRMAK","04100087025","52.0.0.0.0","","","Var","1","52702687","2,193","37","28","2370","0","0"
"257","YESILIRMAK","04100087212","52.0.0.0.0","AKKUS BELEDIYESI","/***ESERLI  MAHALLESI","Var","1","52715171","12,77","260","128","14690","0","0"
"258","YESILIRMAK","04100087218","55.0.0.0.0","CANIK BELEDIYESI ","","Var","1","52715471","5,752","50","50","6000","0","1"
"259","YESILIRMAK","04100087224","55.0.0.0.0","AS. ESENLI HACIMASLI KANAL KENARI TR","AS. ESENLI HACIMASLI KANAL KENARI TR","Var","1","52705856","2,352","61","22","2500","0","1"
"260","YESILIRMAK","04100087235","52.0.0.0.0","AYBASTI BELEDIYESI","/***ALACALAR BELDESI SEKAGIL TR. 50 KVA","Var","1","52705186","4,396","116","38","4500","0","0"
"261","YESILIRMAK","04100087296","55.0.0.0.0","","","Var","1","52705044","3,62","47","29","3800","0","0"
"262","YESILIRMAK","04100087319","55.0.0.0.0","TERMEBEL GENEL AYD.","","Var","1","52706791","7,084","60","48","5875","0","1"
"263","YESILIRMAK","04100087323","5.0.0.0.0","","KUTLUCA SOKAK AYDINLATMA","Var","1","52666033","7,45752","70","70","7458","0","0"
"264","YESILIRMAK","04100087118","55.0.0.0.0","CANIK BELEDIYESI ","","Var","1","52714702","5,245","66","66","8296","0","1"
"265","YESILIRMAK","04100087138","19.0.0.0.0","","","Var","1","52665253","3,038","70","60","4000","0","1"
"266","YESILIRMAK","04100087161","55.0.0.0.0","","","Var","1","52705818","2,734","42","42","4755","0","1"
"267","YESILIRMAK","04100087166","55.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52710391","0,43","3","3","430","1","0"
"268","YESILIRMAK","04100087421","5.0.0.0.0","YENIDERE SOKAK AYDINLATMASI","","Var","1","52698732","6,378015","60","60","6378","0","0"
"269","YESILIRMAK","04100087439","52.0.0.0.0","","/***AHMETLI MAH. SEYISOGLU MEV.50 KVA TR","Var","1","52708258","6,22","159","43","6500","0","0"
"270","YESILIRMAK","04100087476","5.0.0.0.0","AMASYA BELEDIYESI","KURSUNLU KAVSAK KABIN TR 1/18","Var","1","52696951","10,064","60","60","12200","0","1"
"271","YESILIRMAK","04100087482","52.0.0.0.0","","/***TR-364/B-5///AKPET KARSISI","Var","1","52713414","8,58","18","36","9000","0","0"
"272","YESILIRMAK","04100087640","19.0.0.0.0","","","Var","1","52670866","5,534","80","119","11820","0","1"
"273","YESILIRMAK","04100087658","55.0.0.0.0","","","Var","1","52705432","5,004","41","30","4000","0","1"
"274","YESILIRMAK","04100087694","55.0.0.0.0","SOKAK AYDINLATMA","","Var","20","50015855","2,16","17","10","1375","0","0"
"275","YESILIRMAK","04100087749","5.0.0.0.0","SIRACEVIZLER","","Var","1","52706029","7,5","40","40","7500","0","0"
"276","YESILIRMAK","04100087759","19.0.0.0.0","","","Var","1","52664917","3,25","62","48","3950","0","0"
"277","YESILIRMAK","04100087773","52.0.0.0.0","AKKUS BELEDIYESI","/***TR-5 OTOGAR YANI","Var","1","52664393","13,71","169","63","15750","0","0"
"278","YESILIRMAK","04100087794","55.0.0.0.0","KURUPELIT BELEDIYESI","TUANA OTEL YANI ","Var","1","52710321","20,404","40","80","20400","0","0"
"279","YESILIRMAK","04100087809","55.0.0.0.0","KISLA","/***SI","Var","1","52698679","6,905","70","45","4975","0","0"
"280","YESILIRMAK","04100087844","55.0.0.0.0","","","Var","1","52701771","4,033","83","40","4200","0","1"
"281","YESILIRMAK","04100087910","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52698366","5,784","127","59","5850","0","0"
"282","YESILIRMAK","04100087912","52.0.0.0.0","","","Var","1","52715407","8,88","226","84","10450","0","0"
"283","YESILIRMAK","04100087917","55.0.0.0.0","CEVIZLI SOKAKAYDINLATMASI.","","Var","1","52694113","8,775","40","40","4000","0","0"
"284","YESILIRMAK","04100087358","55.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52714964","8,324","34","34","4125","0","1"
"285","YESILIRMAK","04100087948","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52704465","6,359","70","66","4343","0","1"
"286","YESILIRMAK","04100088024","5.0.0.0.0","","","Var","1","52698958","6","34","34","6000","0","0"
"287","YESILIRMAK","04100088031","5.0.0.0.0","ALBAYRAK","","Var","1","52696711","7,16772","68","68","7167,72","0","0"
"288","YESILIRMAK","04100088078","52.0.0.0.0","","/***FATIH MAH.AKIL TEPESI TR-44 250 KVA","Var","1","52724602","12,32","153","56","14000","0","0"
"289","YESILIRMAK","04100088104","57.0.0.0.0","","","Var","1","52695656","1,2311345336","44","16","1100","0","0"
"290","YESILIRMAK","04100088433","19.0.0.0.0","","","Var","1","52706828","4,158","43","37","1900","0","0"
"291","YESILIRMAK","04100088479","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52716749","0,823","60","12","850","0","0"
"292","YESILIRMAK","04100088497","52.0.0.0.0","","","Var","1","52699154","14,42","198","144","17800","0","0"
"293","YESILIRMAK","04100088500","52.0.0.0.0","","","Var","1","52666592","4,705","111","55","5250","0","1"
"294","YESILIRMAK","04100088543","55.0.0.0.0","","","Var","1","52665362","2,59013","18","18","2540","0","0"
"295","YESILIRMAK","04100088553","52.0.0.0.0","KUMRU BELEDIYESI","","Var","1","52715457","3,826","99","32","5490","0","1"
"296","YESILIRMAK","04100088564","5.0.0.0.0","","","Var","1","52665761","3,75","29","29","3750","0","0"
"297","YESILIRMAK","04100088615","5.0.0.0.0","","","Var","1","52671248","11,30703","107","107","11307,03","0","0"
"298","YESILIRMAK","04100088211","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52705289","1,407","60","12","1000","0","1"
"299","YESILIRMAK","04100088213","55.0.0.0.0","SARIKAYA BADUT","/***SARIKAYA BADUT DOGANCA MEVKI","Var","1","52705769","3,055","24","24","2400","0","0"
"300","YESILIRMAK","04100088289","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52706028","1,737","98","20","1000","0","1"
"301","YESILIRMAK","04100088688","19.0.0.0.0","","UGUR MUMCU CAD. NO: 54A KARSISI","Var","1","30325433","1,712","9","9","1200","0","0"
"302","YESILIRMAK","04100088696","19.0.0.0.0","SUNGURLU BELEDIYESI","","Var","1","52705093","6,479","25","25","5500","0","1"
"303","YESILIRMAK","04100088706","57.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52696565","5,79","117","63","3150","0","1"
"304","YESILIRMAK","04100088714","52.0.0.0.0","","/***KUMRU KADINCIK MAH. BAYRAMOGLU MEV.TR-1","Var","1","52716814","1,363","34","11","1630","0","1"
"305","YESILIRMAK","04100088736","55.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52666191","9,895","90","73","3600","0","0"
"306","YESILIRMAK","04100088831","52.0.0.0.0","","","Var","1","52666690","3,179","89","42","4150","0","1"
"307","YESILIRMAK","04100088851","57.0.0.0.0","","","Var","1","52696825","3,8425067385","67","26","3175","0","0"
"308","YESILIRMAK","04100088890","55.0.0.0.0","ILKADIM BELEDIYESI","GAZI OSMAN SK. NO 44 KARSISI DIREK","Var","1","52715161","20,991","48","78","19500","0","1"
"309","YESILIRMAK","04100088909","57.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52697430","2,0228817501","43","29","1375","0","0"
"310","YESILIRMAK","04100088968","55.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52665843","5,52","108","77","3850","0","0"
"311","YESILIRMAK","04100088973","5.0.0.0.0","AMASYA BELEDIYESI","","Var","1","52717769","1,08675","30","30","1087","0","0"
"312","YESILIRMAK","04100088975","55.0.0.0.0","","","Var","1","52713267","1,274","32","25","3125","0","1"
"313","YESILIRMAK","04100088989","55.0.0.0.0","KOZLUK BELDESI SOKAK AYD.","/***LEYLEK MAH. TR 1/3","Var","1","52704161","12,05","117","44","5065","0","0"
"314","YESILIRMAK","04100089008","19.0.0.0.0","","","Var","1","52665833","5,233","89","47","6805","0","1"
"315","YESILIRMAK","04100089009","57.0.0.0.0","SEHIR SEBEKE TR-36 ","","Var","1","52705819","6,591","39","28","3050","0","1"
"316","YESILIRMAK","04100089045","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52702600","3,079","29","21","2307","0","0"
"317","YESILIRMAK","04100089049","52.0.0.0.0","FATSA BELEDIYESI","/***KARSIYAKA MAH.100 KVA TRHATIPLI/FATSA","Var","1","52704343","5,211","166","42","5350","0","0"
"318","YESILIRMAK","04100089073","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52670800","3,658","71","47","4250","0","1"
"319","YESILIRMAK","04100088158","5.0.0.0.0","","","Var","1","52665568","7,8","40","40","7800","0","0"
"320","YESILIRMAK","04100088166","5.0.0.0.0","","","Var","1","52694343","2,444","38","38","4500","0","1"
"321","YESILIRMAK","04100089124","52.0.0.0.0","KUMRU BELEDIYESI","","Var","1","52714928","7,63","157","70","8670","0","0"
"322","YESILIRMAK","04100089144","55.0.0.0.0","","/***SOKAK AYDINLATMA","Var","1","52707229","0,244","11","3","150","0","0"
"323","YESILIRMAK","04100089188","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","52714476","15,353","88","120","25000","0","1"
"324","YESILIRMAK","04100089212","19.0.0.0.0","","","Var","1","52665864","5,911","91","91","2200","0","1"
"325","YESILIRMAK","04100089216","55.0.0.0.0","","","Var","1","52666070","10,237","76","76","9365","0","0"
"326","YESILIRMAK","04100089217","52.0.0.0.0","","","Var","1","52714418","1,696","34","20","1750","0","0"
"327","YESILIRMAK","04100089222","5.0.0.0.0","SOKAK  AYDINLATMASI","KARSAVUL TR/29/1","Var","1","52698880","4,14897","39","39","4148,97","0","0"
"328","YESILIRMAK","04100089271","55.0.0.0.0","","","Var","1","52706112","2,945","32","32","3500","0","1"
"329","YESILIRMAK","04100089306","5.0.0.0.0","AMASYA BELEDIYESI","","Var","1","52694798","2,351","26","26","4347","0","1"
"330","YESILIRMAK","04100089357","57.0.0.0.0","","","Var","1","52694655","1,9972297458","66","15","1825","0","0"
"331","YESILIRMAK","04100089358","52.0.0.0.0","","","Var","1","52695726","15,29","155","78","15750","0","0"
"332","YESILIRMAK","04100089400","52.0.0.0.0","","","Var","1","52708301","12,92","210","163","13500","0","0"
"333","YESILIRMAK","04100089488","55.0.0.0.0","","","Var","1","52665434","4,8","40","40","4800","0","0"
"334","YESILIRMAK","04100089549","55.0.0.0.0","SEYHULAS MERKEZMH..","/***SEYHULAS MERKEZ KAHVE YANI","Var","1","52707283","14,5","94","96","12000","0","0"
"335","YESILIRMAK","04100089610","57.0.0.0.0","","HATUN MAH.","Var","1","52699232","2,968","69","40","2000","0","0"
"336","YESILIRMAK","04100089759","52.0.0.0.0","","","Var","1","52696960","3,975","97","40","4790","0","1"
"337","YESILIRMAK","04100089760","57.0.0.0.0","","OZANKIRAN MAH.","Var","1","52698164","1,7243907632","59","27","1875","0","0"
"338","YESILIRMAK","04100089819","57.0.0.0.0","SOKAK AYDINLATMA","CURGUSLAR KY.ACEMLER MH.","Var","1","52707384","2,075","63","11","1360","0","1"
"339","YESILIRMAK","04100089825","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52665962","1,84","51","24","1950","0","0"
"340","YESILIRMAK","04100089901","57.0.0.0.0","","HACIOGLAN MERKEZ","Var","1","52734320","2,673","80","32","1650","0","1"
"341","YESILIRMAK","04100089925","52.0.0.0.0","","","Var","1","52704971","4,364","86","31","3175","0","1"
"342","YESILIRMAK","04100089926","55.0.0.0.0","CANIK BELEDIYESI ","/***DOGUPARK DOLGU SAHASI","Var","1","52715609","25,21","202","202","25208","0","0"
"343","YESILIRMAK","04100089930","52.0.0.0.0","","","Var","1","52698459","5,05","133","35","6060","0","0"
"344","YESILIRMAK","04100089936","19.0.0.0.0","","","Var","1","52695399","2,8732","39","23","2500","0","0"
"345","YESILIRMAK","04100089941","19.0.0.0.0","","","Var","1","52698586","7,37","56","34","4250","0","0"
"346","YESILIRMAK","04100089942","52.0.0.0.0","","","Var","1","52699811","10,59","104","51","12750","0","0"
"347","YESILIRMAK","04100089686","57.0.0.0.0","","","Var","1","52666265","2,552","47","26","1450","0","0"
"348","YESILIRMAK","04100089687","5.0.0.0.0","SOKAK  AYDILATMASI","","Var","1","52698830","3","14","14","3000","0","0"
"349","YESILIRMAK","04100089700","55.0.0.0.0","ALTINAY MRKCAMIYANI","/***ALTINAY MERKEZ CAMI YANI","Var","1","52705104","8,504","65","85","8500","0","0"
"350","YESILIRMAK","04100089725","55.0.0.0.0","SOKAKAYDINLATMASI.KIRMAN","","Var","1","52706965","7,722","52","52","6000","0","1"
"351","YESILIRMAK","04100089985","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","52720912","13,5","96","96","13500","0","0"
"352","YESILIRMAK","04100090043","52.0.0.0.0","FATSA BELEDIYESI","/***KARSIYAKA MAH.3 50 KVA HATIPLI","Var","1","52701978","4,53","126","38","4650","0","0"
"353","YESILIRMAK","04100089639","52.0.0.0.0","AYBASTI BELEDIYESI","","Var","1","52705844","5,311","165","59","7310","0","1"
"354","YESILIRMAK","04100089645","52.0.0.0.0","","/***KOCATEPE  AKBAS","Var","1","52713548","9,2","194","84","10450","0","0"
"355","YESILIRMAK","04100090088","19.0.0.0.0","","","Var","1","52665161","8,8033498168","86","71","8950","0","0"
"356","YESILIRMAK","04100090090","19.0.0.0.0","","","Var","1","52670673","6,138","89","45","4417","0","0"
"357","YESILIRMAK","04100090177","55.0.0.0.0","KARSILAR MRK.TR.","","Var","1","52699628","19,169","117","24","4200","0","0"
"358","YESILIRMAK","04100090200","52.0.0.0.0","","","Var","1","52716881","7,65","121","59","7910","0","0"
"359","YESILIRMAK","04100090205","52.0.0.0.0","","/***TR-11///YENI MAH.IMAM HATIP CAMI YANI 400 KVA TR","Var","1","52703507","10,71","58","58","12600","0","0"
"360","YESILIRMAK","04100090226","55.0.0.0.0","","","Var","1","52665168","4,36","25","28","2600","0","0"
"361","YESILIRMAK","04100090288","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52665124","5","114","33","6000","0","0"
"362","YESILIRMAK","04100090331","55.0.0.0.0","","","Var","1","52662481","5,481","43","43","4983","0","0"
"363","YESILIRMAK","04100090339","5.0.0.0.0","SULUOVA BELEDIYESI","CUM.MAH.H.MUS.CAD.","Var","1","52699438","4,75","35","35","4750","0","0"
